Season,Name,Basin,BasinName,OceanCode,Ocean,StormType,MaxWindMPH,MaxWindKM,MinPressure,StartDate,EndDate,StormLength,Lat,Lon
1998,WES,SP,South Pacific,P,Pacific,Not Reported,58,93,985,31JAN1998,05FEB1998,5,-15.5,-159.7
1998,HSK2198,SI,South Indian,I,Indian,Tropical,40,64,992,03FEB1998,20FEB1998,17,-21.4,41.3
1998,VICTOR/CINDY,SI,South Indian,I,Indian,Not Reported,98,158,970,05FEB1998,15FEB1998,10,-16.5,109.3
1998,ANACELLE,SI,South Indian,I,Indian,Extratropical,86,138,950,06FEB1998,14FEB1998,8,-19.7,58.9
1998,HSK2498,SI,South Indian,I,Indian,Extratropical,35,56,997,16FEB1998,19FEB1998,3,-22.9,63.2
1998,MAY,SP,South Pacific,P,Pacific,Not Reported,46,74,990,25FEB1998,26FEB1998,1,-15.6,138.3
1998,DONALINE,SI,South Indian,I,Indian,Extratropical,46,74,988,04MAR1998,12MAR1998,8,-18.2,68.8
1998,ELSIE,SI,South Indian,I,Indian,Tropical,63,101,975,09MAR1998,20MAR1998,11,-19.1,81.9
1998,FIONA,SI,South Indian,I,Indian,Tropical,35,56,995,15MAR1998,21MAR1998,6,-16.9,61.8
1998,YALI,SP,South Pacific,P,Pacific,Not Reported,81,130,944,18MAR1998,31MAR1998,13,-18.7,168.2
1998,NATHAN,SP,South Pacific,P,Pacific,Not Reported,58,93,990,20MAR1998,29MAR1998,9,-11.3,143.9
1998,ZUMAN,SP,South Pacific,P,Pacific,Not Reported,92,148,955,29MAR1998,10APR1998,12,-15.3,166.6
1998,GEMMA,SI,South Indian,I,Indian,Tropical,52,84,985,06APR1998,16APR1998,10,-14.8,72.2
1998,ALAN,SP,South Pacific,P,Pacific,Not Reported,40,64,995,18APR1998,22APR1998,4,-11.8,-158.6
1998,BART,SP,South Pacific,P,Pacific,Not Reported,52,84,987,29APR1998,01MAY1998,2,-18.5,-138.4
1998,AGATHA,EP,East Pacific,P,Pacific,Tropical,63,101,993,11JUN1998,16JUN1998,5,16.3,-116.2
1998,BLAS,EP,East Pacific,P,Pacific,Tropical,138,222,943,22JUN1998,30JUN1998,8,15.3,-106.8
1998,NICHOLE,WP,West Pacific,P,Pacific,Tropical,40,64,998,08JUL1998,10JUL1998,2,22.9,119.3
1998,CELIA,EP,East Pacific,P,Pacific,Tropical,58,93,997,17JUL1998,21JUL1998,4,21.8,-113.7
1998,DARBY,EP,East Pacific,P,Pacific,Tropical,115,185,958,23JUL1998,01AUG1998,9,15.3,-119.3
1998,ALEX,NA,North Atlantic,A,Atlantic,Tropical,52,84,1002,27JUL1998,02AUG1998,6,15.1,-46.1
1998,ESTELLE,EP,East Pacific,P,Pacific,Tropical,132,212,948,29JUL1998,08AUG1998,10,16.8,-117.5
1998,OTTO,WP,West Pacific,P,Pacific,Tropical,75,121,970,01AUG1998,05AUG1998,4,22.9,121.7
1998,FRANK,EP,East Pacific,P,Pacific,Tropical,46,74,1001,06AUG1998,10AUG1998,4,25.4,-113.3
1998,PENNY,WP,West Pacific,P,Pacific,Tropical,58,93,985,06AUG1998,11AUG1998,5,20.3,113.5
1998,GEORGETTE,EP,East Pacific,P,Pacific,Tropical,115,185,960,11AUG1998,17AUG1998,6,19.8,-120.1
1998,BONNIE,NA,North Atlantic,A,Atlantic,Extratropical,115,185,954,19AUG1998,31AUG1998,12,24.1,-71.5
1998,HOWARD,EP,East Pacific,P,Pacific,Tropical,150,241,932,20AUG1998,30AUG1998,10,14.4,-108
1998,CHARLEY,NA,North Atlantic,A,Atlantic,Tropical,69,111,1000,21AUG1998,24AUG1998,3,27.5,-96.5
1998,DANIELLE,NA,North Atlantic,A,Atlantic,Extratropical,104,167,960,24AUG1998,08SEP1998,15,18.4,-49.1
1998,REX,WP,West Pacific,P,Pacific,Extratropical,86,138,955,24AUG1998,08SEP1998,15,28.2,141
1998,EARL,NA,North Atlantic,A,Atlantic,Extratropical,98,158,964,31AUG1998,08SEP1998,8,28.7,-87.9
1998,ISIS,EP,East Pacific,P,Pacific,Tropical,75,121,988,01SEP1998,03SEP1998,2,24.1,-109.2
1998,JAVIER,EP,East Pacific,P,Pacific,Tropical,58,93,995,06SEP1998,14SEP1998,8,20.8,-112.2
1998,FRANCES,NA,North Atlantic,A,Atlantic,Tropical,63,101,990,08SEP1998,13SEP1998,5,27.2,-95.9
1998,STELLA,WP,West Pacific,P,Pacific,Extratropical,69,111,965,12SEP1998,18SEP1998,6,28.2,137.4
1998,GEORGES,NA,North Atlantic,A,Atlantic,Tropical,155,249,937,15SEP1998,01OCT1998,16,16,-56.3
1998,TODD,WP,West Pacific,P,Pacific,Tropical,86,138,955,16SEP1998,20SEP1998,4,23.2,134.6
1998,HERMINE,NA,North Atlantic,A,Atlantic,Tropical,46,74,999,17SEP1998,20SEP1998,3,28.3,-91.1
1998,VICKI,WP,West Pacific,P,Pacific,Extratropical,86,138,960,17SEP1998,24SEP1998,7,29.6,133.2
1998,IVAN,NA,North Atlantic,A,Atlantic,Tropical,92,148,975,19SEP1998,27SEP1998,8,39.2,-36.3
1998,WALDO,WP,West Pacific,P,Pacific,Tropical,52,84,994,19SEP1998,21SEP1998,2,25.9,136.6
1998,JEANNE,NA,North Atlantic,A,Atlantic,Extratropical,104,167,969,21SEP1998,04OCT1998,13,15.9,-33.4
1998,KARL,NA,North Atlantic,A,Atlantic,Extratropical,104,167,970,23SEP1998,29SEP1998,6,33.9,-47.3
1998,YANNI,WP,West Pacific,P,Pacific,Extratropical,75,121,965,26SEP1998,01OCT1998,5,28.7,125.6
1998,LISA,NA,North Atlantic,A,Atlantic,Extratropical,75,121,995,05OCT1998,10OCT1998,5,41.6,-38.7
1998,ZEB,WP,West Pacific,P,Pacific,Extratropical,127,204,900,10OCT1998,20OCT1998,10,16.2,123.8
1998,KAY,EP,East Pacific,P,Pacific,Tropical,75,121,987,13OCT1998,17OCT1998,4,16,-118.5
1998,BABS,WP,West Pacific,P,Pacific,Extratropical,98,158,940,14OCT1998,30OCT1998,16,12.2,127.2
1998,LESTER,EP,East Pacific,P,Pacific,Tropical,115,185,965,15OCT1998,26OCT1998,11,16.8,-108.8
1998,MADELINE,EP,East Pacific,P,Pacific,Tropical,86,138,979,16OCT1998,20OCT1998,4,20.6,-106.6
1998,MITCH,NA,North Atlantic,A,Atlantic,Extratropical,178,286,905,22OCT1998,09NOV1998,18,16.9,-83.1
1998,CHIP,WP,West Pacific,P,Pacific,Tropical,46,74,994,11NOV1998,14NOV1998,3,10.5,111.5
1998,DAWN,WP,West Pacific,P,Pacific,Tropical,40,64,998,16NOV1998,19NOV1998,3,11.4,110.8
1998,ELVIS,WP,West Pacific,P,Pacific,Tropical,46,74,992,22NOV1998,26NOV1998,4,13,111.9
1998,NICOLE,NA,North Atlantic,A,Atlantic,Extratropical,86,138,979,24NOV1998,02DEC1998,8,35.1,-37.9
1998,FAITH,WP,West Pacific,P,Pacific,Tropical,75,121,970,08DEC1998,14DEC1998,6,12,123.4
1998,GIL,WP,West Pacific,P,Pacific,Tropical,46,74,992,09DEC1998,12DEC1998,3,7.7,108.1
1997,LINDSAY,SI,South Indian,I,Indian,Not Reported,46,74,990,09JUL1996,13JUL1996,4,-12.2,92
1997,HSK0297,SI,South Indian,I,Indian,Tropical,35,56,995,16AUG1996,20AUG1996,4,-11.8,86.2
1997,ANTOINETTE,SI,South Indian,I,Indian,Tropical,72,116,965,16OCT1996,24OCT1996,8,-12.5,68.6
1997,MELANIE/BELL,SI,South Indian,I,Indian,Tropical,109,175,925,28OCT1996,12NOV1996,15,-10.5,85.2
1997,CYRIL,SP,South Pacific,P,Pacific,Not Reported,52,84,987,22NOV1996,27NOV1996,5,-16.1,160.7
1997,DANIELLA,SI,South Indian,I,Indian,Tropical,115,185,915,24NOV1996,11DEC1996,17,-14.4,56.1
1997,ELVINA,SI,South Indian,I,Indian,Tropical,52,84,985,09DEC1996,16DEC1996,7,-13.3,81.8
1997,NICHOLAS,SI,South Indian,I,Indian,Not Reported,52,84,985,12DEC1996,16DEC1996,4,-14.9,123.5
1997,OPHELIA,SI,South Indian,I,Indian,Not Reported,63,101,980,13DEC1996,19DEC1996,6,-11.6,110.4
1997,FERGUS,SP,South Pacific,P,Pacific,Not Reported,92,148,955,23DEC1996,01JAN1997,9,-19,168
1997,PHIL,SI,South Indian,I,Indian,Not Reported,69,111,975,24DEC1996,03JAN1997,10,-15.3,122.4
1997,RACHEL,SI,South Indian,I,Indian,Not Reported,81,130,965,01JAN1997,10JAN1997,9,-18.2,120.2
1997,DRENA,SP,South Pacific,P,Pacific,Not Reported,104,167,935,02JAN1997,13JAN1997,11,-15.6,159.2
1997,FABRIOLA,SI,South Indian,I,Indian,Extratropical,63,101,985,02JAN1997,11JAN1997,9,-21.6,43.4
1997,EVAN,SP,South Pacific,P,Pacific,Not Reported,81,130,965,09JAN1997,19JAN1997,10,-21.5,-165.7
1997,PANCHO/HELIN,SI,South Indian,I,Indian,Tropical,132,212,915,18JAN1997,07FEB1997,20,-11.9,94.8
1997,GRETELLE,SI,South Indian,I,Indian,Extratropical,86,138,950,19JAN1997,31JAN1997,12,-19.3,52.9
1997,ILETTA,SI,South Indian,I,Indian,Tropical,63,101,975,22JAN1997,30JAN1997,8,-14.8,69.8
1997,FREDA,SP,South Pacific,P,Pacific,Not Reported,69,111,980,26JAN1997,05FEB1997,10,-28.4,-178.6
1997,JOSIE,SI,South Indian,I,Indian,Extratropical,86,138,950,05FEB1997,17FEB1997,12,-23.7,40.1
1997,GILLIAN,SP,South Pacific,P,Pacific,Not Reported,52,84,995,09FEB1997,12FEB1997,3,-14.8,149.8
1997,KARLETTE,SI,South Indian,I,Indian,Extratropical,69,111,970,14FEB1997,25FEB1997,11,-20.9,62.5
1997,HAROLD,SP,South Pacific,P,Pacific,Not Reported,69,111,975,16FEB1997,24FEB1997,8,-18.4,156.7
1997,ITA,SP,South Pacific,P,Pacific,Not Reported,52,84,994,23FEB1997,25FEB1997,2,-17.2,148.6
1997,LISETTE,SI,South Indian,I,Indian,Not Reported,58,93,980,24FEB1997,03MAR1997,7,-20.8,38.2
1997,NONAME,SP,South Pacific,P,Pacific,Not Reported,69,111,975,24FEB1997,02MAR1997,6,-29,-168.2
1997,GAVIN,SP,South Pacific,P,Pacific,Not Reported,115,185,925,02MAR1997,14MAR1997,12,-13.5,179.5
1997,JUSTIN,SP,South Pacific,P,Pacific,Not Reported,92,148,955,06MAR1997,25MAR1997,19,-12.3,154.8
1997,HINA,SP,South Pacific,P,Pacific,Not Reported,75,121,965,13MAR1997,21MAR1997,8,-22.5,-174.4
1997,ISA,WP,West Pacific,P,Pacific,Extratropical,98,158,940,12APR1997,24APR1997,12,15.4,138
1997,IAN,SP,South Pacific,P,Pacific,Not Reported,52,84,987,16APR1997,19APR1997,3,-21.3,179.4
1997,JIMMY,WP,West Pacific,P,Pacific,Extratropical,40,64,994,22APR1997,26APR1997,4,17.1,153.5
1997,JUNE,SP,South Pacific,P,Pacific,Not Reported,58,93,985,02MAY1997,11MAY1997,9,-15.4,176.4
1997,KELLY,WP,West Pacific,P,Pacific,Tropical,40,64,998,06MAY1997,10MAY1997,4,11.5,167.2
1997,RHONDA,SI,South Indian,I,Indian,Not Reported,109,175,935,11MAY1997,17MAY1997,6,-15.9,96.8
1997,LEVI,WP,West Pacific,P,Pacific,Extratropical,46,74,992,26MAY1997,03JUN1997,8,21.7,126.6
1997,MARIE,WP,West Pacific,P,Pacific,Extratropical,75,121,965,27MAY1997,02JUN1997,6,22,160.3
1997,ANDRES,EP,East Pacific,P,Pacific,Tropical,52,84,998,01JUN1997,07JUN1997,6,14.6,-95.1
1997,NESTOR,WP,West Pacific,P,Pacific,Extratropical,115,185,930,05JUN1997,16JUN1997,11,17.8,148
1997,BLANCA,EP,East Pacific,P,Pacific,Tropical,46,74,1002,09JUN1997,12JUN1997,3,14.8,-96.9
1997,KELI,SP,South Pacific,P,Pacific,Not Reported,92,148,955,10JUN1997,17JUN1997,7,-10.6,-179.7
1997,OPAL,WP,West Pacific,P,Pacific,Extratropical,86,138,960,14JUN1997,22JUN1997,8,20.7,133.6
1997,CARLOS,EP,East Pacific,P,Pacific,Not Reported,35,56,,21JUN1997,24JUN1997,3,14.4,-117.2
1997,PETER,WP,West Pacific,P,Pacific,Extratropical,75,121,968,22JUN1997,03JUL1997,11,28.4,126.5
1997,ANA,NA,North Atlantic,A,Atlantic,Extratropical,46,74,1000,30JUN1997,05JUL1997,5,31.7,-74.6
1997,DOLORES,EP,East Pacific,P,Pacific,Tropical,92,148,975,05JUL1997,12JUL1997,7,17.5,-127.5
1997,BILL,NA,North Atlantic,A,Atlantic,Tropical,75,121,986,11JUL1997,13JUL1997,2,37.9,-61.1
1997,ENRIQUE,EP,East Pacific,P,Pacific,Tropical,115,185,960,12JUL1997,16JUL1997,4,15.5,-124.5
1997,CLAUDETTE,NA,North Atlantic,A,Atlantic,Extratropical,46,74,1003,13JUL1997,16JUL1997,3,31.9,-73
1997,FELICIA,EP,East Pacific,P,Pacific,Tropical,132,212,948,14JUL1997,22JUL1997,8,15.6,-126.7
1997,DANNY,NA,North Atlantic,A,Atlantic,Extratropical,81,130,984,16JUL1997,27JUL1997,11,29.5,-89.4
1997,ROSIE,WP,West Pacific,P,Pacific,Tropical,115,185,920,18JUL1997,31JUL1997,13,19.1,131.9
1997,SCOTT,WP,West Pacific,P,Pacific,Extratropical,46,74,988,20JUL1997,03AUG1997,14,24.5,155.6
1997,TINA,WP,West Pacific,P,Pacific,Extratropical,86,138,955,29JUL1997,10AUG1997,12,23.1,126.2
1997,GUILLERMO,EP,East Pacific,P,Pacific,Extratropical,161,259,919,30JUL1997,24AUG1997,25,14.2,-116.6
1997,VICTOR,WP,West Pacific,P,Pacific,Tropical,69,111,980,30JUL1997,04AUG1997,5,18.7,114
1997,WINNIE(-)1,WP,West Pacific,P,Pacific,Extratropical,115,185,915,06AUG1997,25AUG1997,19,18.1,144.9
1997,HILDA,EP,East Pacific,P,Pacific,Tropical,52,84,1000,10AUG1997,15AUG1997,5,13.1,-118.4
1997,YULE,WP,West Pacific,P,Pacific,Extratropical,63,101,980,16AUG1997,28AUG1997,12,22,168.1
1997,IGNACIO,EP,East Pacific,P,Pacific,Extratropical,40,64,1005,17AUG1997,20AUG1997,3,20.4,-119.4
1997,ZITA,WP,West Pacific,P,Pacific,Tropical,63,101,980,20AUG1997,24AUG1997,4,21,110
1997,AMBER,WP,West Pacific,P,Pacific,Tropical,92,148,950,21AUG1997,31AUG1997,10,20.2,124.3
1997,JIMENA,EP,East Pacific,P,Pacific,Tropical,138,222,942,25AUG1997,30AUG1997,5,18,-137.5
1997,BING,WP,West Pacific,P,Pacific,Extratropical,98,158,940,26AUG1997,05SEP1997,10,23.9,139
1997,CASS,WP,West Pacific,P,Pacific,Tropical,52,84,992,27AUG1997,30AUG1997,3,22.2,118.2
1997,OLIWA,WP,West Pacific,P,Pacific,Extratropical,115,185,915,28AUG1997,19SEP1997,22,18.9,150.8
1997,ERIKA,NA,North Atlantic,A,Atlantic,Extratropical,127,204,946,03SEP1997,19SEP1997,16,23.2,-62.5
1997,KEVIN,EP,East Pacific,P,Pacific,Tropical,58,93,994,03SEP1997,07SEP1997,4,20,-117.8
1997,LINDA,EP,East Pacific,P,Pacific,Tropical,184,296,902,09SEP1997,03NOV1997,55,17.1,-109.6
1997,DAVID,WP,West Pacific,P,Pacific,Extratropical,98,158,945,11SEP1997,21SEP1997,10,22.6,156.4
1997,MARTY,EP,East Pacific,P,Pacific,Tropical,46,74,1002,12SEP1997,16SEP1997,4,13.6,-135.6
1997,NORA,EP,East Pacific,P,Pacific,Tropical,132,212,950,16SEP1997,26SEP1997,10,16.6,-108
1997,FRITZ,WP,West Pacific,P,Pacific,Tropical,63,101,980,21SEP1997,27SEP1997,6,15.6,109.2
1997,GINGER,WP,West Pacific,P,Pacific,Extratropical,109,175,925,23SEP1997,30SEP1997,7,22.9,158.2
1997,OLAF,EP,East Pacific,P,Pacific,Tropical,69,111,989,26SEP1997,12OCT1997,16,14.5,-94.8
1997,FABIAN,NA,North Atlantic,A,Atlantic,Extratropical,46,74,1004,04OCT1997,08OCT1997,4,29.2,-48.8
1997,PAULINE,EP,East Pacific,P,Pacific,Tropical,132,212,948,05OCT1997,10OCT1997,5,13.2,-94.5
1997,IVAN,WP,West Pacific,P,Pacific,Extratropical,121,195,905,13OCT1997,26OCT1997,13,14.6,129.5
1997,JOAN,WP,West Pacific,P,Pacific,Extratropical,121,195,905,13OCT1997,24OCT1997,11,15,148.7
1997,GRACE,NA,North Atlantic,A,Atlantic,Tropical,46,74,999,14OCT1997,17OCT1997,3,20.6,-68
1997,KETTH,WP,West Pacific,P,Pacific,Extratropical,127,204,910,26OCT1997,09NOV1997,14,14,147.3
1997,LINDA,NI,North Indian,I,Indian,Not Reported,40,64,1004,04NOV1997,09NOV1997,5,12.5,98
1997,RICK,EP,East Pacific,P,Pacific,Tropical,98,158,973,07NOV1997,10NOV1997,3,15.3,-99.8
1997,MORT,WP,West Pacific,P,Pacific,Tropical,52,84,992,09NOV1997,16NOV1997,7,12.7,135.5
1997,PAKA -,WP,West Pacific,P,Pacific,Tropical,115,185,920,28NOV1997,23DEC1997,25,14.1,140.7
1996,DARYL/AGNIEL,SI,South Indian,I,Indian,Tropical,109,175,925,16NOV1995,27NOV1995,11,-12,85.4
1996,EMMA,SI,South Indian,I,Indian,Not Reported,46,74,990,01DEC1995,16DEC1995,15,-10.3,96.2
1996,FRANK,SI,South Indian,I,Indian,Not Reported,109,175,950,06DEC1995,13DEC1995,7,-19.6,114.7
1996,GERTIE,SI,South Indian,I,Indian,Not Reported,86,138,965,17DEC1995,24DEC1995,7,-18.4,120
1996,B29596,SI,South Indian,I,Indian,Tropical,35,56,995,28DEC1995,31DEC1995,3,-18.3,51.8
1996,BARRY,SP,South Pacific,P,Pacific,Not Reported,115,185,950,02JAN1996,09JAN1996,7,-16,140.9
1996,BONITA,SI,South Indian,I,Indian,Not Reported,115,185,920,03JAN1996,15JAN1996,12,-18.1,56.6
1996,HUBERT/CORYN,SI,South Indian,I,Indian,Tropical,92,148,955,06JAN1996,12JAN1996,6,-13.8,91.3
1996,YASI,SP,South Pacific,P,Pacific,Not Reported,52,84,987,16JAN1996,20JAN1996,4,-22.4,-170.4
1996,CELESTE,SP,South Pacific,P,Pacific,Not Reported,81,130,965,25JAN1996,29JAN1996,4,-19.4,149.4
1996,ISOBEL,SI,South Indian,I,Indian,Not Reported,40,64,995,27JAN1996,01FEB1996,5,-14,116.4
1996,JACOB,SI,South Indian,I,Indian,Not Reported,98,158,955,27JAN1996,08FEB1996,12,-20.4,113.5
1996,DOLORESSE,SI,South Indian,I,Indian,Tropical,60,97,977,12FEB1996,20FEB1996,8,-12.3,42.8
1996,DENNIS,SP,South Pacific,P,Pacific,Not Reported,46,74,990,13FEB1996,18FEB1996,5,-12.4,143.5
1996,EDWIGE,SI,South Indian,I,Indian,Tropical,92,148,945,19FEB1996,29FEB1996,10,-20.6,48.8
1996,FLOSSY,SI,South Indian,I,Indian,Tropical,92,148,945,25FEB1996,06MAR1996,10,-16.9,66.2
1996,TD0228,WP,West Pacific,P,Pacific,Tropical,40,64,998,27FEB1996,01MAR1996,3,9.1,127.5
1996,ETHYL,SP,South Pacific,P,Pacific,Not Reported,69,111,980,07MAR1996,13MAR1996,6,-12.4,141.8
1996,KIRSTY,SI,South Indian,I,Indian,Not Reported,115,185,935,07MAR1996,14MAR1996,7,-19.8,119.7
1996,ZAKA,SP,South Pacific,P,Pacific,Not Reported,40,64,995,09MAR1996,11MAR1996,2,-21.5,168.7
1996,ATU,SP,South Pacific,P,Pacific,Not Reported,52,84,987,10MAR1996,18MAR1996,8,-21.9,171
1996,GUYLIANNE,SI,South Indian,I,Indian,Tropical,40,64,992,17MAR1996,25MAR1996,8,-17.1,57.4
1996,BETI,SP,South Pacific,P,Pacific,Not Reported,104,167,935,21MAR1996,02APR1996,12,-20.7,165
1996,ANN,WP,West Pacific,P,Pacific,Tropical,40,64,1000,01APR1996,10APR1996,9,10.2,130.5
1996,HANSELLA,SI,South Indian,I,Indian,Tropical,75,121,962,02APR1996,10APR1996,8,-20,63.6
1996,OLIVIA,SI,South Indian,I,Indian,Not Reported,121,195,925,03APR1996,12APR1996,9,-16.9,115.2
1996,ITELLE,SI,South Indian,I,Indian,Tropical,109,175,925,06APR1996,19APR1996,13,-14.2,68.3
1996,JENNA,SI,South Indian,I,Indian,Not Reported,63,101,984,01MAY1996,06MAY1996,5,-16.5,90.8
1996,BART,WP,West Pacific,P,Pacific,Extratropical,109,175,930,08MAY1996,20MAY1996,12,16.2,125.4
1996,CAM,WP,West Pacific,P,Pacific,Extratropical,46,74,994,18MAY1996,26MAY1996,8,18.2,116.2
1996,ARTHUR,NA,North Atlantic,A,Atlantic,Extratropical,52,84,992,17JUN1996,23JUN1996,6,37.8,-56.2
1996,ALMA,EP,East Pacific,P,Pacific,Tropical,104,167,969,20JUN1996,27JUN1996,7,17.2,-102.8
1996,BORIS,EP,East Pacific,P,Pacific,Tropical,92,148,979,27JUN1996,01JUL1996,4,16.6,-100.8
1996,CRISTINA,EP,East Pacific,P,Pacific,Tropical,69,111,991,01JUL1996,03JUL1996,2,15.3,-95.9
1996,BERTHA,NA,North Atlantic,A,Atlantic,Extratropical,115,185,960,05JUL1996,17JUL1996,12,20.3,-67.7
1996,DAN,WP,West Pacific,P,Pacific,Extratropical,75,121,970,05JUL1996,17JUL1996,12,22.9,141.4
1996,EVE,WP,West Pacific,P,Pacific,Extratropical,98,158,940,13JUL1996,27JUL1996,14,24.1,135.3
1996,FRANKIE,WP,West Pacific,P,Pacific,Tropical,58,93,975,20JUL1996,25JUL1996,5,19.6,108
1996,GLORIA,WP,West Pacific,P,Pacific,Tropical,75,121,965,21JUL1996,28JUL1996,7,17.3,124
1996,HERB,WP,West Pacific,P,Pacific,Tropical,109,175,925,23JUL1996,04AUG1996,12,24.1,123.8
1996,CESAR,NA,North Atlantic,A,Atlantic,Tropical,86,138,985,24JUL1996,28JUL1996,4,12.2,-83.9
1996,CESAR,EP,East Pacific,P,Pacific,Tropical,40,64,1004,28JUL1996,28JUL1996,0,13.1,-87.9
1996,DOUGLAS,EP,East Pacific,P,Pacific,Tropical,132,212,946,29JUL1996,06AUG1996,8,17.6,-108
1996,JOY,WP,West Pacific,P,Pacific,Extratropical,63,101,980,30JUL1996,06AUG1996,7,32.1,154.5
1996,KIRK,WP,West Pacific,P,Pacific,Extratropical,86,138,955,03AUG1996,18AUG1996,15,26.8,127.6
1996,LISA,WP,West Pacific,P,Pacific,Tropical,46,74,996,05AUG1996,09AUG1996,4,18.3,113.9
1996,NIKI,WP,West Pacific,P,Pacific,Tropical,75,121,970,17AUG1996,23AUG1996,6,17.5,112.7
1996,DOLLY,NA,North Atlantic,A,Atlantic,Tropical,81,130,989,19AUG1996,24AUG1996,5,21.6,-97.7
1996,EDOUARD,NA,North Atlantic,A,Atlantic,Extratropical,144,232,933,19AUG1996,06SEP1996,18,15.4,-47
1996,ORSON,WP,West Pacific,P,Pacific,Extratropical,86,138,955,20AUG1996,04SEP1996,15,24.7,147.4
1996,PIPER,WP,West Pacific,P,Pacific,Tropical,46,74,996,22AUG1996,26AUG1996,4,34,158.9
1996,FRAN,NA,North Atlantic,A,Atlantic,Extratropical,121,195,946,23AUG1996,10SEP1996,18,27,-74.7
1996,DOLLY,EP,East Pacific,P,Pacific,Tropical,23,37,1005,24AUG1996,25AUG1996,1,21.7,-105.7
1996,GUSTAV,NA,North Atlantic,A,Atlantic,Tropical,46,74,1005,26AUG1996,02SEP1996,7,12.5,-35.2
1996,ELIDA,EP,East Pacific,P,Pacific,Tropical,63,101,994,30AUG1996,06SEP1996,7,21.7,-111.8
1996,HORTENSE,NA,North Atlantic,A,Atlantic,Extratropical,138,222,935,03SEP1996,16SEP1996,13,25.9,-71.5
1996,SALLY,WP,West Pacific,P,Pacific,Tropical,98,158,940,05SEP1996,10SEP1996,5,19.4,119.9
1996,FAUSTO,EP,East Pacific,P,Pacific,Tropical,121,195,955,10SEP1996,14SEP1996,4,19.8,-109.5
1996,VIOLET,WP,West Pacific,P,Pacific,Extratropical,104,167,935,11SEP1996,27SEP1996,16,20,126.4
1996,TOM,WP,West Pacific,P,Pacific,Extratropical,81,130,965,12SEP1996,22SEP1996,10,21.9,145
1996,WILLIE,WP,West Pacific,P,Pacific,Tropical,63,101,985,15SEP1996,23SEP1996,8,20.5,110.4
1996,YATES,WP,West Pacific,P,Pacific,Extratropical,104,167,935,21SEP1996,03OCT1996,12,17.3,142.4
1996,ZANE,WP,West Pacific,P,Pacific,Extratropical,92,148,950,23SEP1996,05OCT1996,12,20.9,126.5
1996,ISIDORE,NA,North Atlantic,A,Atlantic,Extratropical,115,185,960,24SEP1996,02OCT1996,8,15.8,-42.9
1996,GENEVIEVE,EP,East Pacific,P,Pacific,Tropical,52,84,999,27SEP1996,09OCT1996,12,15.4,-113.6
1996,HERNAN,EP,East Pacific,P,Pacific,Tropical,86,138,980,30SEP1996,04OCT1996,4,17.9,-103.1
1996,JOSEPHINE,NA,North Atlantic,A,Atlantic,Extratropical,69,111,970,04OCT1996,16OCT1996,12,26.9,-87.3
1996,KYLE,NA,North Atlantic,A,Atlantic,Tropical,52,84,1001,11OCT1996,12OCT1996,1,16.9,-87.1
1996,BETH,WP,West Pacific,P,Pacific,Tropical,69,111,975,11OCT1996,22OCT1996,11,17.5,123.3
1996,LILI,NA,North Atlantic,A,Atlantic,Extratropical,115,185,960,14OCT1996,29OCT1996,15,24.4,-74
1996,CARLO,WP,West Pacific,P,Pacific,Tropical,81,130,965,20OCT1996,26OCT1996,6,23.8,145
1996,DALE,WP,West Pacific,P,Pacific,Extratropical,104,167,930,03NOV1996,15NOV1996,12,14.7,136.5
1996,ERNIE,WP,West Pacific,P,Pacific,Tropical,46,74,992,07NOV1996,16NOV1996,9,19.7,117.9
1996,MARCO,NA,North Atlantic,A,Atlantic,Tropical,75,121,983,13NOV1996,26NOV1996,13,13.8,-78.5
1996,FERN,WP,West Pacific,P,Pacific,Extratropical,69,111,975,21DEC1996,30DEC1996,9,12.1,138.4
1995,A19495,SI,South Indian,I,Indian,Tropical,35,56,995,02OCT1994,07OCT1994,5,-8.7,51.1
1995,VANIA,SP,South Pacific,P,Pacific,Not Reported,63,101,980,12NOV1994,18NOV1994,6,-17.5,168.5
1995,ALBERTINE,SI,South Indian,I,Indian,Extratropical,109,175,925,23NOV1994,03DEC1994,10,-15,67.2
1995,ANNETTE,SI,South Indian,I,Indian,Not Reported,115,185,925,13DEC1994,20DEC1994,7,-18.1,120.2
1995,CHRISTELLE,SI,South Indian,I,Indian,Extratropical,52,84,980,27DEC1994,11JAN1995,15,-16.2,57.9
1995,WILLIAM,SP,South Pacific,P,Pacific,Not Reported,69,111,975,01JAN1995,05JAN1995,4,-21.7,-154.5
1995,BENTHA,SI,South Indian,I,Indian,Tropical,52,84,984,02JAN1995,06JAN1995,4,-14.6,59.2
1995,DORINA,SI,South Indian,I,Indian,Extratropical,109,175,925,18JAN1995,01FEB1995,14,-17.2,77.4
1995,FODAH,SI,South Indian,I,Indian,Extratropical,63,101,970,22JAN1995,28JAN1995,6,-23.9,40.8
1995,GAIL,SI,South Indian,I,Indian,Extratropical,75,121,970,31JAN1995,11FEB1995,11,-15.8,68.4
1995,HEIDA,SI,South Indian,I,Indian,Tropical,46,74,990,04FEB1995,08FEB1995,4,-17.7,85.9
1995,BOBBY,SI,South Indian,I,Indian,Not Reported,121,195,925,19FEB1995,27FEB1995,8,-21.3,115.6
